i missed it	0.0	0.0	0.0	0.0	0.0	0.333333333333
traditional tradionaltattoo traditionaltattoos marinero chile chiletattoo diseodisponible diseodispo	0.0	0.0	0.0	0.0	0.0	0.0
dios qu hambre ahora quiero un bocadillo de calamares	0.0	0.0	0.0	0.0	0.0	0.0
rip brussels victims why justdontgetit whatswiththehatred brusselsattack	0.142857142857	0.0	0.142857142857	0.0	0.0	0.0
terrible brussels	0.0	0.0	0.0	0.0	0.0	0.0
belgique triste	0.0	0.0	0.0	0.0	0.0	0.0
may been a beautiful morning for me not for many other poor travellers feeling very tonight brusselsattack	0.0	0.0588235294118	0.0	0.0	0.0	0.0
sorry face for sorry charlie s oyster bar sorrycharliesoysterbar savannah tourism tour tourist mexican	0.0	0.0	0.0	0.0	0.0	0.0
tech give the gift of bitcoin for christmas bitcoin gift ideas	0.0	0.0	0.0	0.0	0.0	0.0
world anyway	0.0	0.0	0.0	0.0	0.0	0.0
very sad news of elton s dear friend passing away doc gave her 2 weeks to live she passed in 10 days makethemostoflife fragile	0.0416666666667	0.0833333333333	0.0	0.0	0.0	0.0416666666667
i need a good tearjerker to watch tonight ideas i was thinking the notebook but i ve seen it loads lt 3 movie love moviehelp gay	0.0	0.0769230769231	0.0	0.0	0.0	0.0
ach so keine hrnchen	0.0	0.0	0.0	0.0	0.0	0.0
i thought there was a guy dressed like a dog on a bike ahead of my bus he s just in camo	0.0	0.0454545454545	0.0	0.0	0.0	0.0
ah i just exploded brain why when i need my laptop it immediately breaks down and repair costs big money bigprobleme	0.0	0.0	0.0	0.0	0.0	0.0
i m saddened by this news i truly am rip	0.1	0.1	0.0	0.0	0.0	0.1
double fail deliveroo pizza fail	0.0	0.0	0.0	0.0	0.0	0.4
president obama ortiz was not the president of the us when terror hit boston glad you didn t let a few people dead disrupt your plans	0.0	0.0384615384615	0.0	0.0384615384615	0.0	0.0
yo se que de alla me estas mirando me haces mucho falta iaio	0.0	0.0	0.0	0.0	0.0	0.0
it baffles me that you don t see how difficult this is themanatthetable decisionmaker difficult	0.133333333333	0.0	0.0	0.0	0.0	0.0
spamming hillary pics under sanders hashtag more of clinton dirty fucking politics desperate	0.0769230769231	0.0	0.0769230769231	0.0769230769231	0.0769230769231	0.0
when you miss your best friend who lives in another country	0.0	0.181818181818	0.0	0.0	0.0	0.0909090909091
ness depressed depression alone lonely bad hurt pain broken tired mind messedup mental anxiet	0.285714285714	0.0	0.0	0.0714285714286	0.0	0.357142857143
summertimesadness suicidalgirl suicidalquotes suicidalquotes depressing helpmeescape helpme cutwrist	0.125	0.0	0.0	0.0	0.0	0.125
anime suicidal depression emoboy emo fucklife ihatemyself killmyself	0.25	0.0	0.125	0.0	0.0	0.125
dans ce genre de moment j ai juste envie d tre avec auprs des miens sauf que tous sont loin afraid	0.0	0.0	0.047619047619	0.047619047619	0.0	0.0
when bae isn t working so you have no one to stare at while bussing so work isn t even worth it firstworldproblems burtonsdrama	0.0	0.0	0.0	0.0	0.0	0.0
nunca me quieren para hacer grupo de trabajo en el colegio	0.0	0.0	0.0	0.0	0.0	0.0
from belgian fashion with love anndemeulemeester veroniquebranquhino maisonmargiela peace	0.0	0.222222222222	0.0	0.0	0.0	0.0
4 brussels	0.0	0.0	0.0	0.0	0.0	0.0
chicks be washed up before there 21 now days	0.0	0.0	0.0	0.0	0.0	0.0
ewe obama needs to work not joke around people are dead in brussels and he doesn t give a shit	0.05	0.05	0.05	0.0	0.05	0.0
trieste dag vandaag weer aanslagen wanneer houdt het op fikse brand in deventer met fatale afloop voor 1 bewoner	0.0	0.0	0.0	0.0	0.0	0.0
i just can t understand how people can believe that blowing up their fellow humans is somehow an act of anything other than horror	0.0	0.0	0.0	0.0416666666667	0.0	0.0
good one i m reeling from your attack fail	0.0	0.111111111111	0.111111111111	0.0	0.0	0.111111111111
	0.0	0.0	0.0	0.0	0.0	0.0
some females don t learn from getting they heart broken so many times	0.0	0.0	0.0	0.0	0.0	0.0
